
Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2013-05-17;27.426,44;3290830230844;28.570,05;3514641369276;28.906,00;3399433708269;28.287,97;124266587087;27.276,71;278929369113;28.704,06;3271667124419
2013-05-18;27.426,44;3290830230844;28.570,05;3514641369276;28.906,00;3399433708269;28.287,97;124266587087;27.276,71;278929369113;28.704,06;3271667124419
2013-05-19;27.426,44;3290830230844;28.570,05;3514641369276;28.906,00;3399433708269;28.287,97;124266587087;27.276,71;278929369113;28.704,06;3271667124419
2013-05-20;27.488,22;3298312926151;28.635,04;3523026641925;28.978,43;3407193266493;28.359,90;124442926106;27.352,01;279736658882;28.766,65;3280207937512
2013-05-21;27.488,22;3298312926151;28.635,04;3523026641925;28.978,43;3407193266493;28.359,90;124442926106;27.352,01;279736658882;28.766,65;3280207937512
2013-05-22;27.659,98;3319196887328;28.808,27;3543565170046;29.147,44;3427742195447;28.511,91;124940517827;27.519,71;281537408868;28.949,39;3301496509186
2013-05-23;27.624,74;3315669821457;28.766,27;3540238032650;29.101,70;3421912251008;28.475,01;124207295567;27.481,45;281132451059;28.890,59;3295610502278
2013-05-24;27.543,51;3307226490751;28.688,52;3532259247789;29.031,00;3416212840553;28.389,93;123931384287;27.419,70;280575617374;28.833,31;3289196647911
2013-05-25;27.543,51;3307226490751;28.688,52;3532259247789;29.031,00;3416212840553;28.389,93;123931384287;27.419,70;280575617374;28.833,31;3289196647911
2013-05-26;27.543,51;3307226490751;28.688,52;3532259247789;29.031,00;3416212840553;28.389,93;123931384287;27.419,70;280575617374;28.833,31;3289196647911
2013-05-27;27.486,81;3299896539402;28.625,36;3522614646033;28.977,11;3409393914283;28.338,45;123836289227;27.375,27;280146132227;28.774,79;3282582264922
2013-05-28;27.505,43;3302973079451;28.647,17;3525933373542;28.991,40;3411289070899;28.349,58;123894789824;27.399,05;280291263533;28.782,16;3284243506924
2013-05-29;27.574,57;3305531454245;28.713,97;3524807153927;29.050,60;3407452689817;28.411,50;123961950091;27.468,62;281023156409;28.827,01;3285326802185
2013-05-30;27.349,41;3274036714718;28.481,17;3485107284155;28.805,08;3366732601795;28.177,98;121714876205;27.257,87;278785404353;28.588,54;3253643155325
2013-05-31;27.393,85;3270199930922;28.518,89;3480645124468;28.852,29;3360723427538;28.236,10;121877613229;27.301,15;278588170976;28.620,73;3248537400338
2013-06-01;27.393,85;3270199930922;28.518,89;3480645124468;28.852,29;3360723427538;28.236,10;121877613229;27.301,15;278588170976;28.620,73;3248537400338
2013-06-02;27.393,85;3270199930922;28.518,89;3480645124468;28.852,29;3360723427538;28.236,10;121877613229;27.301,15;278588170976;28.620,73;3248537400338
2013-06-03;27.434,06;3272944866074;28.561,90;3484431282463;28.885,97;3363197246412;28.276,02;122134601629;27.347,13;278984609704;28.667,71;3253573990520
2013-06-04;27.512,35;3263042193328;28.632,32;3478772407798;28.973,57;3349654178470;28.358,67;121888257569;27.417,43;274397280497;28.745,25;3254281981316
2013-06-05;27.414,16;3247087662346;28.528,73;3460995681584;28.863,67;3331557443407;28.240,42;121015216399;27.316,43;276707418022;28.630,54;3238142076541
2013-06-06;27.255,56;3225240480797;28.374,80;3436798434599;28.710,45;3308938569427;28.080,00;120720347042;27.172,00;275026247274;28.477,86;3219703735110
2013-06-07;27.303,61;3228263129570;28.415,84;3438732941479;28.776,85;3313443536835;28.147,95;120804146395;27.234,78;275492071444;28.531,63;3224343882650
2013-06-08;27.303,61;3228263129570;28.415,84;3438732941479;28.776,85;3313443536835;28.147,95;120804146395;27.234,78;275492071444;28.531,63;3224343882650
2013-06-09;27.303,61;3228263129570;28.415,84;3438732941479;28.776,85;3313443536835;28.147,95;120804146395;27.234,78;275492071444;28.531,63;3224343882650
2013-06-10;27.200,81;3216850702337;28.303,92;3425137293029;28.648,07;3299823024862;28.027,79;120390731513;27.110,54;274266769858;28.396,18;3209055580627
2013-06-11;27.128,80;3209069492559;28.212,34;3415407631710;28.562,40;3290417199155;27.924,56;120173682235;27.046,10;273660921203;28.301,73;3199044532945
2013-06-12;26.769,26;3170181515184;27.847,68;3376148121584;28.196,88;3250945004407;27.552,12;119349093319;26.698,14;270648844595;27.958,46;3164409909635
2013-06-13;26.457,08;3137905586102;27.523,48;3337632249416;27.870,57;3218572559622;27.242,50;117911447667;26.389,45;267560449743;27.620,25;3130364142699
2013-06-14;26.520,30;3146694187553;27.574,34;3344339212559;27.940,77;3227380972376;27.318,78;117354127960;26.424,03;268076677663;27.696,64;3139576638902
2013-06-15;26.520,30;3146694187553;27.574,34;3344339212559;27.940,77;3227380972376;27.318,78;117354127960;26.424,03;268076677663;27.696,64;3139576638902
2013-06-16;26.520,30;3146694187553;27.574,34;3344339212559;27.940,77;3227380972376;27.318,78;117354127960;26.424,03;268076677663;27.696,64;3139576638902
2013-06-17;26.404,72;3132219556900;27.477,49;3330318076689;27.838,48;3212966116523;27.217,41;116822301926;26.324,76;267290578065;27.604,78;3128319801035
2013-06-18;26.492,87;3124129745144;27.557,19;3327347997463;27.916,44;3213831377434;27.320,96;118153506861;26.418,12;264069420596;27.675,17;3124772939419
2013-06-19;26.693,46;3142009191728;27.763,68;3346276639691;28.116,55;3230533086795;27.533,80;118481201558;26.620,13;269419838358;27.885,98;3143253850817
2013-06-20;26.476,40;3112253417449;27.545,26;3314553232163;27.883,50;3199165112733;27.288,80;117182138517;26.419,96;267309267480;27.677,27;3118388462355
2013-06-21;26.194,00;3076928212778;27.249,14;3276275685329;27.588,37;3162746684382;26.979,27;115955331104;26.153,04;264520888117;27.386,09;3084471524454
2013-06-22;26.194,00;3076928212778;27.249,14;3276275685329;27.588,37;3162746684382;26.979,27;115955331104;26.153,04;264520888117;27.386,09;3084471524454
2013-06-23;26.194,00;3076928212778;27.249,14;3276275685329;27.588,37;3162746684382;26.979,27;115955331104;26.153,04;264520888117;27.386,09;3084471524454
2013-06-24;26.169,56;3070776606110;27.217,31;3266943555171;27.565,52;3155730313016;26.923,14;115825502665;26.125,45;264219954830;27.318,68;3074411056179
2013-06-25;25.794,68;3022058203041;26.824,26;3215173858117;27.191,99;3108879287547;26.522,12;114139255819;25.753,93;260365030103;26.965,80;3031373087564
2013-06-26;25.853,32;3023969831533;26.891,65;3217264080419;27.272,25;3112425769184;26.622,66;114353268408;25.810,84;260850061333;27.019,04;3034825409697
2013-06-27;26.020,37;3035252930593;27.073,41;3222115845593;27.450,67;3119798479374;26.804,15;114592152207;25.973,76;262332581645;27.192,29;3046268471731
2013-06-28;26.231,53;3048038726271;27.313,03;3236349593747;27.679,27;3132483336790;27.043,06;114674198475;26.190,63;263959432958;27.424,63;3061421083527
2013-06-29;26.231,53;3048038726271;27.313,03;3236349593747;27.679,27;3132483336790;27.043,06;114674198475;26.190,63;263959432958;27.424,63;3061421083527
2013-06-30;26.231,53;3048038726271;27.313,03;3236349593747;27.679,27;3132483336790;27.043,06;114674198475;26.190,63;263959432958;27.424,63;3061421083527
2013-07-01;26.475,53;3072840244204;27.581,77;3263150379109;27.915,97;3154432002629;27.309,84;115483596595;26.438,80;266369004894;27.678,31;3086505104950
2013-07-02;26.456,96;3061330460663;27.565,00;3260688000857;27.888,51;3151709068547;27.315,03;116492880340;26.430,60;261242268709;27.654,32;3074598285355
2013-07-03;26.195,10;3030475606582;27.290,58;3228090578158;27.612,13;3121232194268;26.993,13;115104002798;26.167,84;258454317682;27.381,12;3043667923580
2013-07-04;26.036,18;3011222625955;27.120,31;3208317242268;27.439,70;3103921636656;26.827,45;114473103435;26.002,27;260127895521;27.225,25;3026212416881
2013-07-05;26.046,89;3012640708718;27.138,92;3209110082055;27.448,33;3105137802571;26.863,46;114657619589;26.012,84;260113891259;27.236,70;3027745244219
2013-07-06;26.046,89;3012640708718;27.138,92;3209110082055;27.448,33;3105137802571;26.863,46;114657619589;26.012,84;260113891259;27.236,70;3027745244219
2013-07-07;26.046,89;3012640708718;27.138,92;3209110082055;27.448,33;3105137802571;26.863,46;114657619589;26.012,84;260113891259;27.236,70;3027745244219
2013-07-08;26.191,55;3023670599796;27.290,90;3225007007164;27.623,71;3122947957326;27.001,33;115075381772;26.166,76;261515321339;27.383,09;3043284464511
2013-07-09;26.161,32;3019428263516;27.269,42;3221149402336;27.581,58;3116159683058;26.956,89;114735302916;26.132,96;261189437226;27.373,02;3041501562721
2013-07-10;26.222,84;3025682515437;27.335,90;3227854969510;27.646,85;3121425435683;27.003,72;114878688464;26.202,25;261942555741;27.437,90;3047897050643
2013-07-11;26.284,48;3031618429847;27.399,85;3233043612574;27.711,60;3126833508312;27.063,73;115060968540;26.273,68;262615713364;27.502,98;3055051124884
2013-07-12;26.493,03;3057389915815;27.609,49;3261531728148;27.924,13;3150919685119;27.318,51;116143661143;26.497,56;265381569681;27.702,39;3078497039124
2013-07-13;26.493,03;3057389915815;27.609,49;3261531728148;27.924,13;3150919685119;27.318,51;116143661143;26.497,56;265381569681;27.702,39;3078497039124
2013-07-14;26.493,03;3057389915815;27.609,49;3261531728148;27.924,13;3150919685119;27.318,51;116143661143;26.497,56;265381569681;27.702,39;3078497039124
2013-07-15;26.445,33;3054971759025;27.561,09;3255441038741;27.878,57;3150565393895;27.258,40;116763723713;26.452,52;264864173716;27.661,74;3078823650354
2013-07-16;26.445,33;3054971759025;27.561,09;3255441038741;27.878,57;3150565393895;27.258,40;116763723713;26.452,52;264864173716;27.661,74;3078823650354
2013-07-17;26.474,22;3048885006379;27.606,96;3259361490889;27.921,42;3157149424364;27.318,52;119315389827;26.480,94;261129828738;27.704,86;3072546157793
2013-07-18;26.512,63;3053980085642;27.652,27;3267864757080;27.951,49;3161958448023;27.391,02;119907672257;26.525,86;263886144641;27.754,88;3078552632398
2013-07-19;26.692,34;3075586837337;27.845,40;3290154502060;28.145,59;3183692639802;27.573,47;120718655677;26.695,19;265491263489;27.941,81;3099181543861
2013-07-20;26.692,34;3075586837337;27.845,40;3290154502060;28.145,59;3183692639802;27.573,47;120718655677;26.695,19;265491263489;27.941,81;3099181543861
2013-07-21;26.692,34;3075586837337;27.845,40;3290154502060;28.145,59;3183692639802;27.573,47;120718655677;26.695,19;265491263489;27.941,81;3099181543861
2013-07-22;26.734,00;3079668721663;27.873,68;3294260532814;28.183,26;3190299571954;27.590,74;120926189264;26.734,31;265681721115;27.973,75;3102831542603
2013-07-23;26.797,64;3164917267048;27.941,65;3425701253067;28.255,31;3325502727948;27.668,78;127121769383;26.811,82;267526533370;28.052,46;3160560704778
2013-07-24;26.950,52;3259442913654;28.100,30;3560252702284;28.419,85;3457502871155;27.837,44;133706139800;26.983,26;269680781693;28.216,06;3232238792361
2013-07-25;26.882,47;3278649436921;28.030,11;3665545486156;28.348,06;3564638734813;27.778,70;139060917513;26.912,86;269442047718;28.139,44;3244258268065
2013-07-26;26.875,85;3294117175587;28.029,16;3766518235588;28.346,22;3675633938233;27.802,66;145193069493;26.920,60;269588974774;28.147,82;3262503120698
2013-07-27;26.875,85;3294117175587;28.029,16;3766518235588;28.346,22;3675633938233;27.802,66;145193069493;26.920,60;269588974774;28.147,82;3262503120698
2013-07-28;26.875,85;3294117175587;28.029,16;3766518235588;28.346,22;3675633938233;27.802,66;145193069493;26.920,60;269588974774;28.147,82;3262503120698
2013-07-29;26.818,31;3293644446006;27.972,34;3772709598009;28.303,16;3732065560333;27.747,79;151235068505;26.871,71;269243751125;28.090,37;3263350513037
2013-07-30;26.803,17;3294844199449;27.935,86;3775353550152;28.289,63;3737267903072;27.706,43;152813605791;26.852,98;269153118421;28.072,80;3264491859425
2013-07-31;26.867,85;3298768804085;27.997,30;3783430854815;28.361,79;3743633367633;27.767,02;153489127629;26.916,23;269481793683;28.131,08;3267863174152
2013-08-01;26.855,58;3290665528384;27.981,31;3781824893368;28.357,45;3746616461399;27.735,85;154195248627;26.906,95;264596173294;28.127,74;3259125669254
2013-08-02;27.025,49;3313180040298;28.170,55;3808541424134;28.518,43;3768447689484;27.921,86;155343806801;27.073,42;268982925763;28.289,17;3278846382142
2013-08-03;27.025,49;3313180040298;28.170,55;3808541424134;28.518,43;3768447689484;27.921,86;155343806801;27.073,42;268982925763;28.289,17;3278846382142
2013-08-04;27.025,49;3313180040298;28.170,55;3808541424134;28.518,43;3768447689484;27.921,86;155343806801;27.073,42;268982925763;28.289,17;3278846382142
2013-08-05;27.097,99;3323179894509;28.256,61;3820368099926;28.603,58;3779467351454;28.001,53;155456705358;27.150,97;269750260835;28.380,38;3289569361251
2013-08-06;26.967,71;3306593483545;28.119,17;3800480517374;28.473,29;3759983958469;27.865,06;154549032807;27.021,50;268287770302;28.238,66;3272682095634
2013-08-07;26.855,40;3295084612372;27.994,49;3784070583025;28.359,94;3743370278656;27.728,16;153875923136;26.905,91;267165511814;28.123,87;3257157108458
2013-08-08;26.747,94;3282550938063;27.871,51;3769741846153;28.252,00;3729874738230;27.608,34;153297699738;26.799,36;266232248112;28.002,59;3242558849708
2013-08-09;26.723,03;3280853604846;27.850,21;3768130819873;28.220,28;3726357605932;27.620,59;153688861731;26.781,09;266109901251;27.990,90;3240407993947
2013-08-10;26.723,03;3280853604846;27.850,21;3768130819873;28.220,28;3726357605932;27.620,59;153688861731;26.781,09;266109901251;27.990,90;3240407993947
2013-08-11;26.723,03;3280853604846;27.850,21;3768130819873;28.220,28;3726357605932;27.620,59;153688861731;26.781,09;266109901251;27.990,90;3240407993947
2013-08-12;26.712,07;3281549653815;27.841,64;3767288605044;28.218,66;3728025195390;27.614,04;154136451560;26.776,42;266175873249;27.990,30;3241891764477
2013-08-13;26.792,02;3293549354765;27.933,83;3782703368890;28.301,77;3741059466966;27.714,39;155275475328;26.868,64;267274276045;28.079,57;3253162059825
2013-08-14;26.972,12;3322160818359;28.114,22;3817121823322;28.474,45;3770801818171;27.887,47;156744105559;27.039,02;269550933457;28.244,42;3279307064652
2013-08-15;26.972,12;3322160818359;28.114,22;3817121823322;28.474,45;3770801818171;27.887,47;156744105559;27.039,02;269550933457;28.244,42;3279307064652
2013-08-16;26.744,08;3290732712089;27.874,99;3788344777645;28.251,28;3759241755273;27.669,71;158595196169;26.825,05;263604284990;28.025,86;3250243331346
2013-08-17;26.744,08;3290732712089;27.874,99;3788344777645;28.251,28;3759241755273;27.669,71;158595196169;26.825,05;263604284990;28.025,86;3250243331346
2013-08-18;26.744,08;3290732712089;27.874,99;3788344777645;28.251,28;3759241755273;27.669,71;158595196169;26.825,05;263604284990;28.025,86;3250243331346
2013-08-19;26.640,72;3276973470190;27.764,62;3772841385503;28.142,09;3743748626722;27.575,32;158134261724;26.732,43;265521287234;27.900,71;3234873555719
2013-08-20;26.629,13;3271637252403;27.738,58;3764107090729;28.099,55;3730757959728;27.562,76;158349847562;26.707,46;265210943925;27.875,50;3229735407621
2013-08-21;26.514,06;3253978661945;27.614,39;3741425174038;27.973,13;3705773605992;27.436,39;157313353483;26.587,74;264132963509;27.753,43;3213115970973
2013-08-22;26.261,91;3160663206227;27.345,56;3612592947048;27.718,58;3573711761494;27.163,12;150295701627;26.336,54;260471868542;27.480,36;3136908371749
2013-08-23;26.259,37;3097822215677;27.335,11;3522497192469;27.711,42;3482018372017;27.170,47;144696433386;26.335,57;260155334916;27.480,84;3073993210420
2013-08-24;26.259,37;3097822215677;27.335,11;3522497192469;27.711,42;3482018372017;27.170,47;144696433386;26.335,57;260155334916;27.480,84;3073993210420
2013-08-25;26.259,37;3097822215677;27.335,11;3522497192469;27.711,42;3482018372017;27.170,47;144696433386;26.335,57;260155334916;27.480,84;3073993210420
2013-08-26;26.287,01;3044885415338;27.358,23;3431521654161;27.749,70;3391853893101;27.191,13;139376587521;26.347,44;260019532982;27.509,89;3057491381636
2013-08-27;26.290,15;3011282907353;27.356,55;3333869554912;27.748,25;3293891521821;27.213,45;134082544298;26.360,56;259533817176;27.499,01;3042158167111
2013-08-28;26.047,54;2977569237327;27.104,36;3213902206066;27.485,03;3164427577490;26.924,40;127399671665;26.110,37;256697974778;27.229,10;3003417144392
2013-08-29;25.969,88;2964042626446;27.026,96;3188650686503;27.408,45;3119531683505;26.828,86;124665965990;26.020,95;255409173967;27.168,22;2993058550219
2013-08-30;25.970,87;2954133040432;27.038,46;3181631247723;27.418,08;3107573520625;26.859,37;124685219496;26.036,76;254787885767;27.173,53;2983631909927
2013-08-31;25.970,87;2954133040432;27.038,46;3181631247723;27.418,08;3107573520625;26.859,37;124685219496;26.036,76;254787885767;27.173,53;2983631909927
2013-09-01;25.970,87;2954133040432;27.038,46;3181631247723;27.418,08;3107573520625;26.859,37;124685219496;26.036,76;254787885767;27.173,53;2983631909927
2013-09-02;25.948,42;2942930021968;27.019,56;3167819020424;27.404,23;3091882514726;26.854,16;123650152184;26.024,20;254540952028;27.159,94;2977551005624
2013-09-03;26.054,30;2941906192535;27.124,39;3169658241272;27.527,64;3094137308078;26.976,82;125479822687;26.123,12;250604876956;27.249,68;2972174801826
2013-09-04;26.093,16;2940741378205;27.164,94;3166539834030;27.540,16;3088977034030;27.020,67;125603173155;26.164,47;250822287590;27.302,19;2973597506799
2013-09-05;26.133,16;2939072524443;27.208,51;3163806122516;27.587,13;3090153855738;27.087,57;125782673960;26.211,24;254122793807;27.346,90;2975866640355
2013-09-06;26.285,65;2953000612996;27.366,94;3178156199015;27.730,67;3100251846878;27.264,54;126417422763;26.359,17;255364757351;27.492,84;2989026623043
2013-09-07;26.285,65;2953000612996;27.366,94;3178156199015;27.730,67;3100251846878;27.264,54;126417422763;26.359,17;255364757351;27.492,84;2989026623043
2013-09-08;26.285,65;2953000612996;27.366,94;3178156199015;27.730,67;3100251846878;27.264,54;126417422763;26.359,17;255364757351;27.492,84;2989026623043
2013-09-09;26.391,51;2960528614243;27.483,35;3187690676645;27.856,31;3110914263672;27.391,10;126946735411;26.465,14;256158012257;27.611,99;3000316534843
2013-09-10;26.762,34;2999248551892;27.868,10;3231761668034;28.234,28;3151244365232;27.796,52;128758273220;26.846,63;259735998348;27.995,23;3040274071465
2013-09-11;26.967,44;3022540371721;28.094,45;3262053595608;28.452,00;3180282826535;28.017,00;130088669522;27.059,81;261726954289;28.209,69;3064531054332
2013-09-12;26.892,70;3104536269405;28.024,24;3391668817791;28.376,50;3313097886915;27.937,12;136600297155;26.994,77;262322248057;28.145,24;3108127554946
2013-09-13;26.788,16;3157447276024;27.909,84;3504627198744;28.268,14;3426568460041;27.812,67;143395955370;26.868,28;261593037635;28.023,73;3144297824848
2013-09-14;26.788,16;3157447276024;27.909,84;3504627198744;28.268,14;3426568460041;27.812,67;143395955370;26.868,28;261593037635;28.023,73;3144297824848
2013-09-15;26.788,16;3157447276024;27.909,84;3504627198744;28.268,14;3426568460041;27.812,67;143395955370;26.868,28;261593037635;28.023,73;3144297824848
2013-09-16;26.805,76;3182803615101;27.929,88;3629431687912;28.291,70;3545350067154;27.833,19;150683445742;26.897,51;262536306971;28.053,34;3163261222371
2013-09-17;26.968,13;3197095661415;28.087,25;3665639644646;28.445,09;3648116648582;27.995,69;160413596776;27.061,41;259660704890;28.210,35;3181281966433
2013-09-18;26.968,13;3197095661415;28.087,25;3665639644646;28.445,09;3648116648582;27.995,69;160413596776;27.061,41;259660704890;28.210,35;3181281966433
2013-09-19;26.968,13;3197095661415;28.087,25;3665639644646;28.445,09;3648116648582;27.995,69;160413596776;27.061,41;259660704890;28.210,35;3181281966433
2013-09-20;26.968,13;3197095661415;28.087,25;3665639644646;28.445,09;3648116648582;27.995,69;160413596776;27.061,41;259660704890;28.210,35;3181281966433
2013-09-21;26.968,13;3197095661415;28.087,25;3665639644646;28.445,09;3648116648582;27.995,69;160413596776;27.061,41;259660704890;28.210,35;3181281966433
2013-09-22;26.968,13;3197095661415;28.087,25;3665639644646;28.445,09;3648116648582;27.995,69;160413596776;27.061,41;259660704890;28.210,35;3181281966433
2013-09-23;27.290,22;3237035196728;28.439,53;3713301005665;28.777,24;3696133873362;28.324,51;162705980544;27.387,31;262869872242;28.540,31;3220496012479
2013-09-24;27.099,42;3215297795352;28.224,07;3685962217237;28.563,97;3667790913077;28.104,60;161448182619;27.165,59;260722873788;28.333,54;3197844289844
2013-09-25;27.077,81;3214268752147;28.192,73;3682873316013;28.545,27;3666587015197;28.086,42;161625422713;27.132,05;263141195248;28.304,84;3194961551022
2013-09-26;27.109,54;3218111602515;28.228,32;3688245903832;28.590,93;3672646503257;28.141,64;161951688774;27.184,29;263700008026;28.344,54;3199700806357
2013-09-27;27.122,51;3223520772109;28.241,88;3695195251542;28.589,80;3681059893272;28.159,61;162937719004;27.201,00;263886683143;28.362,71;3202824181822
2013-09-28;27.122,51;3223520772109;28.241,88;3695195251542;28.589,80;3681059893272;28.159,61;162937719004;27.201,00;263886683143;28.362,71;3202824181822
2013-09-29;27.122,51;3223520772109;28.241,88;3695195251542;28.589,80;3681059893272;28.159,61;162937719004;27.201,00;263886683143;28.362,71;3202824181822
2013-09-30;27.127,26;3220218294649;28.249,05;3695441849163;28.611,95;3682522576797;28.170,45;163394281922;27.214,07;263573889851;28.369,49;3199115642442
2013-10-01;26.983,56;3195392825000;28.100,20;3676640955841;28.466,52;3656426599559;28.007,89;162616565498;27.058,09;256339415794;28.221,91;3168619741172
2013-10-02;27.083,70;3206740364038;28.213,11;3690828788029;28.564,94;3668122436242;28.112,37;163316554146;27.156,91;257292963036;28.319,44;3179203444018
2013-10-03;27.084,03;3206014090056;28.211,83;3690878877988;28.563,85;3667392383735;28.108,57;163561844122;27.147,24;257148450491;28.322,54;3179247834083
2013-10-04;26.975,45;3193182352551;28.100,38;3673828566337;28.467,19;3652435875325;28.002,95;162645071431;27.050,01;258962412324;28.217,83;3166387650353
2013-10-05;26.975,45;3193182352551;28.100,38;3673828566337;28.467,19;3652435875325;28.002,95;162645071431;27.050,01;258962412324;28.217,83;3166387650353
2013-10-06;26.975,45;3193182352551;28.100,38;3673828566337;28.467,19;3652435875325;28.002,95;162645071431;27.050,01;258962412324;28.217,83;3166387650353
2013-10-07;26.991,12;3192695524439;28.122,28;3671455475614;28.457,83;3645879893755;28.019,72;162532338452;27.046,27;258975520057;28.219,34;3165973169769
2013-10-08;26.894,43;3179878143712;28.022,72;3654879437839;28.369,01;3629838949502;27.922,44;161948282143;26.962,60;258151112595;28.126,57;3154762077095
2013-10-09;26.828,42;3171052382721;27.949,42;3642735841922;28.309,28;3620150744791;27.861,11;161607626314;26.907,59;257590477995;28.072,72;3146917934781
2013-10-10;26.869,59;3175511790720;28.002,28;3649875825128;28.339,59;3624898612481;27.905,29;161943396073;26.939,80;257855834362;28.113,48;3151786909409
2013-10-11;27.073,59;3200672084867;28.209,13;3678096690223;28.533,61;3650638290245;28.107,97;163581093190;27.123,61;259805256143;28.301,96;3173918871891
2013-10-12;27.073,59;3200672084867;28.209,13;3678096690223;28.533,61;3650638290245;28.107,97;163581093190;27.123,61;259805256143;28.301,96;3173918871891
2013-10-13;27.073,59;3200672084867;28.209,13;3678096690223;28.533,61;3650638290245;28.107,97;163581093190;27.123,61;259805256143;28.301,96;3173918871891
2013-10-14;27.190,74;3219196493827;28.330,98;3701191952082;28.659,68;3669596725025;28.228,36;164389156011;27.238,82;261415786580;28.427,75;3195038391350
2013-10-15;27.290,26;3232258033265;28.430,14;3714599342962;28.758,27;3691436681954;28.317,43;166184610960;27.333,51;259401480873;28.527,01;3206217425156
2013-10-16;27.291,59;3234970470761;28.432,94;3720659159298;28.776,02;3698677337567;28.328,84;167001994986;27.341,91;262188649216;28.543,20;3210212157320
2013-10-17;27.362,44;3246917364611;28.496,49;3732277440302;28.818,07;3708694624407;28.384,00;166996022472;27.382,09;262610462024;28.599,41;3217831565284
2013-10-18;27.303,17;3241520100232;28.433,78;3725180208064;28.757,14;3707274782131;28.313,41;167064261155;27.321,60;262181970200;28.531,30;3211848136499
2013-10-19;27.303,17;3241520100232;28.433,78;3725180208064;28.757,14;3707274782131;28.313,41;167064261155;27.321,60;262181970200;28.531,30;3211848136499
2013-10-20;27.303,17;3241520100232;28.433,78;3725180208064;28.757,14;3707274782131;28.313,41;167064261155;27.321,60;262181970200;28.531,30;3211848136499
2013-10-21;27.522,64;3267734032872;28.665,98;3755605929629;28.994,02;3739239042122;28.541,93;168415352808;27.553,86;264391261064;28.754,17;3237094931907
2013-10-22;27.720,23;3291589346737;28.871,23;3782812023870;29.205,89;3768581150383;28.754,12;170075018657;27.754,45;266375966556;28.967,08;3261551320202
2013-10-23;27.806,25;3304901991122;28.934,44;3791842399282;29.288,72;3782865049068;28.846,38;170790298246;27.843,69;267310389782;29.060,95;3272537901661
2013-10-24;27.776,87;3308015647047;28.915,76;3803031872149;29.290,29;3797385383426;28.839,37;172112504413;27.845,95;267430827627;29.060,40;3277144051686
2013-10-25;27.816,55;3321308379595;28.960,21;3822505958330;29.325,22;3819107785840;28.883,97;173162862340;27.892,27;268299980953;29.105,56;3286842709879
2013-10-26;27.816,55;3321308379595;28.960,21;3822505958330;29.325,22;3819107785840;28.883,97;173162862340;27.892,27;268299980953;29.105,56;3286842709879
2013-10-27;27.816,55;3321308379595;28.960,21;3822505958330;29.325,22;3819107785840;28.883,97;173162862340;27.892,27;268299980953;29.105,56;3286842709879
2013-10-28;27.830,88;3326345304058;28.974,30;3833192465893;29.324,50;3825556117350;28.886,86;173443603972;27.894,44;268451704170;29.108,12;3289384731074
2013-10-29;27.916,13;3338355587836;29.058,99;3848743626475;29.414,28;3839531895011;28.962,40;174003333634;27.977,23;269306663889;29.197,78;3299973660270
2013-10-30;28.008,44;3343897295392;29.169,75;3859252271201;29.510,23;3846465777548;29.066,78;174710739569;28.039,53;269348894548;29.281,37;3303235433295
2013-10-31;28.008,44;3343897295392;29.169,75;3859252271201;29.510,23;3846465777548;29.066,78;174710739569;28.039,53;269348894548;29.281,37;3303235433295
2013-11-01;28.008,44;3343897295392;29.169,75;3859252271201;29.510,23;3846465777548;29.066,78;174710739569;28.039,53;269348894548;29.281,37;3303235433295
2013-11-02;28.008,44;3343897295392;29.169,75;3859252271201;29.510,23;3846465777548;29.066,78;174710739569;28.039,53;269348894548;29.281,37;3303235433295
2013-11-03;28.008,44;3343897295392;29.169,75;3859252271201;29.510,23;3846465777548;29.066,78;174710739569;28.039,53;269348894548;29.281,37;3303235433295
2013-11-04;27.944,31;3337343285784;29.093,48;3850469941617;29.450,41;3839726047281;29.000,04;174437250395;27.982,92;268793850833;29.228,17;3297146435792
2013-11-05;28.069,21;3349131340737;29.235,88;3873257136210;29.559,86;3854892430829;29.149,76;176457201083;28.095,37;265001059688;29.344,08;3302483735741
2013-11-06;28.074,01;3350701042513;29.248,52;3877680213820;29.595,44;3861030273269;29.169,25;176726192491;28.112,10;268611079697;29.341,90;3304108048601
2013-11-07;28.071,09;3350454625534;29.244,34;3880163945774;29.580,51;3859309687051;29.165,12;176954396976;28.108,22;268657848646;29.334,58;3304348059631
2013-11-08;27.938,83;3336032786041;29.102,29;3865600723676;29.448,59;3843038998637;29.017,31;176220824420;27.971,15;267356408407;29.190,30;3288626139969
2013-11-09;27.938,83;3336032786041;29.102,29;3865600723676;29.448,59;3843038998637;29.017,31;176220824420;27.971,15;267356408407;29.190,30;3288626139969
2013-11-10;27.938,83;3336032786041;29.102,29;3865600723676;29.448,59;3843038998637;29.017,31;176220824420;27.971,15;267356408407;29.190,30;3288626139969
2013-11-11;27.944,10;3337477899536;29.122,39;3871340831331;29.452,08;3845944498990;29.028,24;176486509790;27.971,21;267558578828;29.203,13;3290975093489
