
Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2012-10-30;21.490,32;2529253259310;22.263,48;1926141857201;22.394,94;2575503625205;21.698,10;52736491971;21.156,47;439759036398;21.212,45;3684681609105
2012-10-31;21.464,57;2548358233638;22.237,92;1935550670785;22.370,34;2594830533490;21.683,40;52746060273;21.136,52;443095772267;21.186,13;3715176916397
2012-11-01;21.464,57;2548358233638;22.237,92;1935550670785;22.370,34;2594830533490;21.683,40;52746060273;21.136,52;443095772267;21.186,13;3715176916397
2012-11-02;21.464,57;2548358233638;22.237,92;1935550670785;22.370,34;2594830533490;21.683,40;52746060273;21.136,52;443095772267;21.186,13;3715176916397
2012-11-03;21.464,57;2548358233638;22.237,92;1935550670785;22.370,34;2594830533490;21.683,40;52746060273;21.136,52;443095772267;21.186,13;3715176916397
2012-11-04;21.464,57;2548358233638;22.237,92;1935550670785;22.370,34;2594830533490;21.683,40;52746060273;21.136,52;443095772267;21.186,13;3715176916397
2012-11-05;21.495,46;2552982020306;22.281,25;1938463220204;22.413,48;2598965796599;21.722,54;53642589154;21.174,73;442760001764;21.228,92;3719067997123
2012-11-06;21.508,55;2553439558576;22.290,39;1937725908278;22.424,74;2599462027836;21.726,32;54612649606;21.183,01;442885344996;21.240,41;3718832348742
2012-11-07;21.514,85;2552412899709;22.299,12;1937612703187;22.422,13;2598596123898;21.733,80;54562959069;21.183,89;443456339293;21.246,35;3720032619141
2012-11-08;21.479,35;2546837790133;22.271,03;1934381588588;22.395,67;2593144399736;21.712,79;54509158441;21.162,94;442976258639;21.222,84;3715768174198
2012-11-09;21.453,47;2543254090414;22.248,29;1931925044974;22.371,56;2590550153059;21.699,35;54473104437;21.150,49;442762195753;21.202,41;3700466996819
2012-11-10;21.453,47;2543254090414;22.248,29;1931925044974;22.371,56;2590550153059;21.699,35;54473104437;21.150,49;442762195753;21.202,41;3700466996819
2012-11-11;21.453,47;2543254090414;22.248,29;1931925044974;22.371,56;2590550153059;21.699,35;54473104437;21.150,49;442762195753;21.202,41;3700466996819
2012-11-12;21.467,51;2537530770613;22.257,89;1929813248312;22.384,97;2584301456341;21.713,73;54519081830;21.163,35;443045987095;21.216,87;3698970955857
2012-11-13;21.465,68;2537325899590;22.263,75;1930224930675;22.387,48;2585003498198;21.702,39;54502947513;21.169,41;443293984526;21.212,04;3697124474637
2012-11-14;21.475,49;2540122436853;22.269,50;1932130920540;22.400,10;2587723024068;21.712,80;54626911664;21.178,33;441756870193;21.219,99;3698663791956
2012-11-15;21.443,40;2536898468720;22.234,53;1929087955558;22.374,22;2587740390296;21.687,18;56487861066;21.151,28;440208371290;21.183,33;3693185810848
2012-11-16;21.429,98;2534594014016;22.219,47;1927381152236;22.359,37;2586087521976;21.676,39;55207869379;21.139,52;440122372995;21.169,87;3690355884731
2012-11-17;21.429,98;2534594014016;22.219,47;1927381152236;22.359,37;2586087521976;21.676,39;55207869379;21.139,52;440122372995;21.169,87;3690355884731
2012-11-18;21.429,98;2534594014016;22.219,47;1927381152236;22.359,37;2586087521976;21.676,39;55207869379;21.139,52;440122372995;21.169,87;3690355884731
2012-11-19;21.453,75;2538072837192;22.240,47;1929062494028;22.382,05;2588556208979;21.697,45;55329384016;21.157,65;440612810471;21.192,67;3695504909116
2012-11-20;21.461,79;2538588406861;22.245,73;1930087357179;22.380,55;2587902274382;21.707,48;55344746899;21.157,47;440628572303;21.207,51;3697578826904
2012-11-21;21.468,88;2540625623003;22.251,77;1929734404471;22.389,16;2589366603495;21.706,39;55405012011;21.160,02;440607348011;21.211,15;3698322668889
2012-11-22;21.445,08;2538309516808;22.229,63;1926631883828;22.366,69;2585393940296;21.694,97;55382514796;21.143,69;440289104068;21.193,34;3694440036544
2012-11-23;21.434,11;2537292778071;22.215,95;1923850570998;22.348,77;2583455763241;21.685,96;55378795002;21.132,36;439983531573;21.177,97;3691080893699
2012-11-24;21.434,11;2537292778071;22.215,95;1923850570998;22.348,77;2583455763241;21.685,96;55378795002;21.132,36;439983531573;21.177,97;3691080893699
2012-11-25;21.434,11;2537292778071;22.215,95;1923850570998;22.348,77;2583455763241;21.685,96;55378795002;21.132,36;439983531573;21.177,97;3691080893699
2012-11-26;21.480,55;2543097062209;22.269,44;1927306745997;22.400,68;2588916108151;21.723,76;55482317422;21.168,00;440544971486;21.230,74;3700706934683
2012-11-27;21.502,09;2546063044730;22.296,53;1930197493097;22.429,62;2592500313508;21.739,63;55519084494;21.190,45;440928879108;21.259,71;3706179075874
2012-11-28;21.510,65;2547857296593;22.303,45;1929851656675;22.430,20;2592161593015;21.740,51;55524275004;21.195,81;441220817070;21.265,95;3708417807113
2012-11-29;21.522,37;2549843319092;22.311,09;1930750008904;22.436,08;2591653154572;21.744,98;55578061331;21.201,84;441376210550;21.280,14;3710986494772
2012-11-30;21.512,35;2570710965223;22.298,41;1940546841701;22.435,93;2612939249505;21.750,58;55709306111;21.199,61;444750626598;21.276,34;3747814729256
2012-12-01;21.512,35;2570710965223;22.298,41;1940546841701;22.435,93;2612939249505;21.750,58;55709306111;21.199,61;444750626598;21.276,34;3747814729256
2012-12-02;21.512,35;2570710965223;22.298,41;1940546841701;22.435,93;2612939249505;21.750,58;55709306111;21.199,61;444750626598;21.276,34;3747814729256
2012-12-03;21.536,07;2572122705643;22.326,59;1941589571720;22.461,88;2617060487453;21.779,81;56896997743;21.229,70;444754328692;21.301,45;3749589861758
2012-12-04;21.540,08;2572008894045;22.331,92;1941155134581;22.469,85;2617412954769;21.784,35;57621158334;21.235,90;444555436938;21.312,44;3748796329007
2012-12-05;21.527,18;2569027013243;22.321,05;1939835610465;22.452,74;2615423100418;21.781,72;57625335439;21.225,82;444511998844;21.309,21;3748457660058
2012-12-06;21.545,48;2571286820371;22.337,86;1940525540354;22.467,61;2616922735895;21.794,37;57723042433;21.231,83;444540159129;21.311,65;3749089348005
2012-12-07;21.548,51;2570416404980;22.334,78;1939904318734;22.462,30;2614361181830;21.786,58;57681900283;21.221,02;444437651798;21.297,88;3733086336179
2012-12-08;21.548,51;2570416404980;22.334,78;1939904318734;22.462,30;2614361181830;21.786,58;57681900283;21.221,02;444437651798;21.297,88;3733086336179
2012-12-09;21.548,51;2570416404980;22.334,78;1939904318734;22.462,30;2614361181830;21.786,58;57681900283;21.221,02;444437651798;21.297,88;3733086336179
2012-12-10;21.551,55;2568314406299;22.339,05;1939125511240;22.474,83;2614763817184;21.785,08;57745301466;21.220,80;444121363134;21.288,70;3729230596329
2012-12-11;21.563,39;2568128538607;22.348,62;1935621817776;22.482,13;2613667636912;21.786,14;57756879427;21.228,57;444363781836;21.309,99;3730721756429
2012-12-12;21.580,71;2563407318696;22.364,68;1938807522881;22.508,23;2617763756521;21.800,69;57872936465;21.240,21;444482485119;21.330,50;3734855481736
2012-12-13;21.617,77;2569470108757;22.402,60;1942730352940;22.547,39;2616478817273;21.828,10;58165800308;21.269,59;445159945959;21.374,77;3744675818639
2012-12-14;21.610,68;2568157896204;22.403,50;1943119043060;22.547,44;2617400114689;21.826,05;57016158987;21.276,68;443408555258;21.372,09;3745805480742
2012-12-15;21.610,68;2568157896204;22.403,50;1943119043060;22.547,44;2617400114689;21.826,05;57016158987;21.276,68;443408555258;21.372,09;3745805480742
2012-12-16;21.610,68;2568157896204;22.403,50;1943119043060;22.547,44;2617400114689;21.826,05;57016158987;21.276,68;443408555258;21.372,09;3745805480742
2012-12-17;21.609,52;2568032491756;22.395,29;1942007707122;22.543,58;2619597810067;21.825,00;58390468574;21.270,93;442765773891;21.364,30;3742140476023
2012-12-18;21.619,93;2569461880432;22.411,14;1942501356564;22.552,19;2619650475356;21.840,74;58591926500;21.281,49;443048394521;21.377,76;3744975128873
2012-12-19;21.642,84;2572137201884;22.436,46;1944713570417;22.578,29;2623538123968;21.867,05;58633005876;21.302,37;443707595793;21.405,15;3749772019920
2012-12-20;21.646,19;2574075427293;22.439,47;1947580785079;22.582,06;2624862200264;21.865,73;58642034930;21.305,90;443969534596;21.403,04;3749607707976
2012-12-21;21.670,12;2576950055293;22.467,59;1949535122759;22.605,31;2628152936547;21.878,42;59124689033;21.327,09;444419618324;21.432,76;3754806931983
2012-12-22;21.670,12;2576950055293;22.467,59;1949535122759;22.605,31;2628152936547;21.878,42;59124689033;21.327,09;444419618324;21.432,76;3754806931983
2012-12-23;21.670,12;2576950055293;22.467,59;1949535122759;22.605,31;2628152936547;21.878,42;59124689033;21.327,09;444419618324;21.432,76;3754806931983
2012-12-24;21.645,41;2575274174720;22.450,31;1947990098648;22.588,45;2626138408403;21.859,54;59094260834;21.320,82;444195644073;21.413,87;3751674730158
2012-12-25;21.645,41;2575274174720;22.450,31;1947990098648;22.588,45;2626138408403;21.859,54;59094260834;21.320,82;444195644073;21.413,87;3751674730158
2012-12-26;21.661,07;2577129833950;22.467,91;1949363257078;22.602,85;2628808352471;21.880,97;59177701996;21.341,87;444503780996;21.434,25;3755298713554
2012-12-27;21.664,94;2578031083880;22.468,99;1948794231870;22.605,12;2629631922930;21.881,30;59231649602;21.337,64;444492609078;21.433,59;3756095501616
2012-12-28;21.679,15;2601926216122;22.482,11;1961184207303;22.619,75;2654116304394;21.893,49;59303019864;21.350,76;448715524450;21.445,12;3795324120180
2012-12-29;21.679,15;2601926216122;22.482,11;1961184207303;22.619,75;2654116304394;21.893,49;59303019864;21.350,76;448715524450;21.445,12;3795324120180
2012-12-30;21.679,15;2601926216122;22.482,11;1961184207303;22.619,75;2654116304394;21.893,49;59303019864;21.350,76;448715524450;21.445,12;3795324120180
2012-12-31;21.675,62;2601492810725;22.471,52;1960106741226;22.609,06;2652846904364;21.896,87;59351445949;21.340,78;448515416263;21.442,92;3794849916565

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2013-01-01;21.675,62;2601492810725;22.471,52;1960106741226;22.609,06;2652846904364;21.896,87;59351445949;21.340,78;448515416263;21.442,92;3794849916565
2013-01-02;21.720,15;2606627511936;22.513,00;1963748080638;22.641,60;2657159168226;21.923,66;59604648470;21.375,07;449050393396;21.483,11;3799089612282
2013-01-03;21.722,39;2605233666709;22.523,11;1964198326862;22.621,64;2654954350226;21.934,88;60977289578;21.362,50;448072964072;21.464,78;3793286391158
2013-01-04;21.703,93;2602107109147;22.512,30;1963682591941;22.618,10;2654817916949;21.942,44;61043964452;21.356,92;448149083166;21.457,74;3790625449001
2013-01-05;21.703,93;2602107109147;22.512,30;1963682591941;22.618,10;2654817916949;21.942,44;61043964452;21.356,92;448149083166;21.457,74;3790625449001
2013-01-06;21.703,93;2602107109147;22.512,30;1963682591941;22.618,10;2654817916949;21.942,44;61043964452;21.356,92;448149083166;21.457,74;3790625449001
2013-01-07;21.707,62;2601339667852;22.522,11;1964169772198;22.628,72;2655757040158;21.945,60;61060248610;21.361,99;448278517873;21.451,78;3789857790903
2013-01-08;21.677,71;2596305643285;22.501,72;1959196089211;22.606,91;2650564274225;21.931,13;60872742428;21.344,68;447926530565;21.422,32;3782875312556
2013-01-09;21.653,05;2590791109333;22.484,03;1955058262693;22.586,93;2646107396997;21.924,30;60741610083;21.330,38;447583470415;21.391,03;3775178818294
2013-01-10;21.681,70;2591816720260;22.509,12;1952370022446;22.606,83;2646615391756;21.940,07;60676767755;21.350,80;447887905796;21.420,28;3778641748145
2013-01-11;21.720,28;2595668313269;22.550,10;1952440253290;22.641,13;2643852002637;21.968,48;60673292548;21.379,65;446139391134;21.461,53;3772012032086
2013-01-12;21.720,28;2595668313269;22.550,10;1952440253290;22.641,13;2643852002637;21.968,48;60673292548;21.379,65;446139391134;21.461,53;3772012032086
2013-01-13;21.720,28;2595668313269;22.550,10;1952440253290;22.641,13;2643852002637;21.968,48;60673292548;21.379,65;446139391134;21.461,53;3772012032086
2013-01-14;21.735,22;2590170130206;22.563,71;1954596906130;22.661,98;2645334498302;21.979,83;60802642963;21.398,10;446674344153;21.493,01;3779258918628
2013-01-15;21.712,67;2589099317337;22.546,41;1952337693637;22.652,82;2645595400518;21.968,68;62156760613;21.384,62;446286942342;21.481,27;3778989523726
2013-01-16;21.737,68;2592198432468;22.568,78;1953305222072;22.683,54;2650604235203;21.991,58;61721500205;21.407,02;447046404488;21.501,14;3783830818526
2013-01-17;21.761,47;2594342139744;22.592,11;1955720442814;22.700,50;2651940290136;22.011,33;61602148423;21.424,14;447364149166;21.516,09;3786610047488
2013-01-18;21.767,25;2595063167457;22.599,97;1955003584147;22.707,51;2651939228096;22.019,73;60303800263;21.427,27;447360213876;21.518,44;3788177270527
2013-01-19;21.767,25;2595063167457;22.599,97;1955003584147;22.707,51;2651939228096;22.019,73;60303800263;21.427,27;447360213876;21.518,44;3788177270527
2013-01-20;21.767,25;2595063167457;22.599,97;1955003584147;22.707,51;2651939228096;22.019,73;60303800263;21.427,27;447360213876;21.518,44;3788177270527
2013-01-21;21.777,22;2595368106525;22.620,83;1956487321825;22.723,29;2654025634928;22.041,94;60402476477;21.448,90;447816101961;21.529,58;3789475254104
2013-01-22;21.784,74;2595217417090;22.632,35;1958078437988;22.729,70;2654093601302;22.053,59;60368353698;21.456,63;447965208873;21.535,22;3791565449511
2013-01-23;21.802,23;2595570288643;22.646,02;1957778804945;22.747,99;2656993043022;22.062,40;60393165063;21.471,04;448291926961;21.551,23;3793916294593
2013-01-24;21.799,71;2595384612820;22.648,82;1956541397619;22.743,53;2654700008889;22.058,18;60334686571;21.469,10;448403362643;21.543,28;3793098162609
2013-01-25;21.783,06;2591849157460;22.634,61;1954234204128;22.733,25;2652365002933;22.043,57;59988710108;21.456,08;447760317035;21.525,28;3789442929882
2013-01-26;21.783,06;2591849157460;22.634,61;1954234204128;22.733,25;2652365002933;22.043,57;59988710108;21.456,08;447760317035;21.525,28;3789442929882
2013-01-27;21.783,06;2591849157460;22.634,61;1954234204128;22.733,25;2652365002933;22.043,57;59988710108;21.456,08;447760317035;21.525,28;3789442929882
2013-01-28;21.798,47;2593896348006;22.656,20;1953782122258;22.750,41;2654332001254;22.064,70;59959743144;21.479,75;448232321356;21.545,35;3794431076430
2013-01-29;21.816,90;2595930726856;22.677,51;1955729111406;22.769,98;2656678976189;22.076,54;59957295644;21.494,16;448581063904;21.558,19;3796303411880
2013-01-30;21.845,15;2598378621982;22.696,89;1957066297206;22.792,31;2659274282079;22.089,87;60019243674;21.508,67;449154708652;21.579,44;3801078041839
2013-01-31;21.826,93;2617050065517;22.687,85;1965478723349;22.778,43;2677441490687;22.086,99;59801379279;21.499,97;452418401259;21.564,11;3843819201270
2013-02-01;21.821,41;2614239284304;22.686,41;1963636189205;22.773,33;2677042092034;22.085,84;60651227799;21.494,35;451936384694;21.558,76;3840647807079
2013-02-02;21.821,41;2614239284304;22.686,41;1963636189205;22.773,33;2677042092034;22.085,84;60651227799;21.494,35;451936384694;21.558,76;3840647807079
2013-02-03;21.821,41;2614239284304;22.686,41;1963636189205;22.773,33;2677042092034;22.085,84;60651227799;21.494,35;451936384694;21.558,76;3840647807079
2013-02-04;21.854,11;2615891633837;22.722,34;1966651003151;22.805,17;2681215244631;22.116,37;61531023357;21.522,84;452391329285;21.587,70;3843186251904
2013-02-05;21.831,96;2610611640064;22.700,47;1962925719676;22.779,85;2676959892851;22.102,13;61486755711;21.506,36;451747617411;21.562,01;3834955968368
2013-02-06;21.845,46;2611139403640;22.715,19;1963807971200;22.792,44;2678778609671;22.108,65;61515422594;21.512,56;452124461274;21.574,67;3837885427612
2013-02-07;21.854,35;2611661832238;22.723,53;1961190813569;22.803,15;2679282767522;22.125,76;61493826477;21.529,01;452479077445;21.585,80;3840052553355
2013-02-08;21.825,74;2608194566454;22.703,39;1959585228479;22.780,66;2675947679115;22.112,07;61469114725;21.509,06;452125965992;21.556,58;3821226030269
2013-02-09;21.825,74;2608194566454;22.703,39;1959585228479;22.780,66;2675947679115;22.112,07;61469114725;21.509,06;452125965992;21.556,58;3821226030269
2013-02-10;21.825,74;2608194566454;22.703,39;1959585228479;22.780,66;2675947679115;22.112,07;61469114725;21.509,06;452125965992;21.556,58;3821226030269
2013-02-11;21.849,40;2611311706840;22.721,71;1957565503173;22.809,60;2677789418423;22.135,73;61559588489;21.533,04;452532188790;21.578,06;3824392572781
2013-02-12;21.853,51;2603640353657;22.725,18;1958573189233;22.817,52;2676603184811;22.142,90;61567589653;21.538,73;452830244942;21.581,74;3824112331243
2013-02-13;21.862,13;2603519071698;22.732,62;1958210013463;22.829,10;2671710291521;22.150,98;61648098389;21.545,05;451229066994;21.587,94;3827266297048
2013-02-14;21.883,58;2606073004287;22.752,97;1960537694124;22.851,23;2674365979888;22.164,04;61847680293;21.564,06;451647528836;21.616,43;3832819965166
2013-02-15;21.894,55;2606525414354;22.763,78;1959300733303;22.865,52;2676732554271;22.168,64;61635662440;21.570,97;450927487839;21.625,28;3834282878579
2013-02-16;21.894,55;2606525414354;22.763,78;1959300733303;22.865,52;2676732554271;22.168,64;61635662440;21.570,97;450927487839;21.625,28;3834282878579
2013-02-17;21.894,55;2606525414354;22.763,78;1959300733303;22.865,52;2676732554271;22.168,64;61635662440;21.570,97;450927487839;21.625,28;3834282878579
2013-02-18;21.904,18;2606891127343;22.781,50;1960597668178;22.875,35;2676756037867;22.184,19;61677881931;21.583,50;451333410897;21.636,22;3836305166906
2013-02-19;21.912,98;2606255378536;22.786,74;1960438923122;22.885,31;2677563202667;22.191,97;61684786448;21.591,11;451561855834;21.645,83;3838051310038
2013-02-20;21.938,05;2608652432299;22.810,65;1961935221792;22.907,45;2681327274201;22.214,91;61760670725;21.614,46;451813282762;21.669,47;3841314033568
2013-02-21;21.921,45;2604680548828;22.800,94;1960689975243;22.897,15;2678250207625;22.199,30;61753690471;21.604,21;451640014932;21.659,65;3840419654513
2013-02-22;21.885,52;2597945001648;22.765,60;1956848360600;22.864,55;2675861300456;22.161,67;61647816976;21.574,50;450990682049;21.621,55;3832647730589
2013-02-23;21.885,52;2597945001648;22.765,60;1956848360600;22.864,55;2675861300456;22.161,67;61647816976;21.574,50;450990682049;21.621,55;3832647730589
2013-02-24;21.885,52;2597945001648;22.765,60;1956848360600;22.864,55;2675861300456;22.161,67;61647816976;21.574,50;450990682049;21.621,55;3832647730589
2013-02-25;21.919,89;2603136228785;22.794,21;1958757465397;22.897,72;2679400388282;22.189,33;61807395936;21.607,85;451879046193;21.659,73;3840811043844
2013-02-26;21.894,40;2599695823364;22.773,41;1956649969803;22.873,15;2676714096324;22.180,62;61653124750;21.590,25;451502026159;21.632,16;3835950836761
2013-02-27;21.896,46;2598990404174;22.771,22;1956950712943;22.864,40;2676286916116;22.176,30;61751233395;21.597,32;452406088595;21.646,50;3839310295883
2013-02-28;21.941,04;2623337010516;22.810,93;1970151599371;22.912,51;2700729541787;22.217,50;61921524284;21.627,95;456845770500;21.676,78;3879276537581
2013-03-01;21.963,58;2625108814506;22.839,98;1971180699048;22.938,44;2703415908390;22.243,66;62531721918;21.650,02;456540765546;21.700,91;3878450877023
2013-03-02;21.963,58;2625108814506;22.839,98;1971180699048;22.938,44;2703415908390;22.243,66;62531721918;21.650,02;456540765546;21.700,91;3878450877023
2013-03-03;21.963,58;2625108814506;22.839,98;1971180699048;22.938,44;2703415908390;22.243,66;62531721918;21.650,02;456540765546;21.700,91;3878450877023
2013-03-04;21.984,42;2626903045808;22.861,86;1972735581338;22.955,81;2705274667903;22.263,68;63162578187;21.670,52;456797042832;21.720,61;3879738610820
2013-03-05;21.991,34;2626751587539;22.871,30;1972580965684;22.967,15;2704890818910;22.268,25;63244099240;21.682,57;457023820131;21.734,76;3882359203842
2013-03-06;22.020,92;2627668434764;22.900,17;1972823306799;22.999,76;2709223898732;22.298,44;63266757219;21.706,19;457544889606;21.756,67;3886649228473
2013-03-07;22.018,22;2627226773259;22.895,69;1971961920934;23.000,58;2710123210689;22.297,63;63274355854;21.705,72;457603258726;21.756,70;3886825606564
2013-03-08;22.012,69;2626906224991;22.890,88;1971885672952;22.997,65;2709327852018;22.294,18;63278071240;21.698,09;457467290212;21.745,99;3872713541538
2013-03-09;22.012,69;2626906224991;22.890,88;1971885672952;22.997,65;2709327852018;22.294,18;63278071240;21.698,09;457467290212;21.745,99;3872713541538
2013-03-10;22.012,69;2626906224991;22.890,88;1971885672952;22.997,65;2709327852018;22.294,18;63278071240;21.698,09;457467290212;21.745,99;3872713541538
2013-03-11;22.035,59;2629032230543;22.917,84;1969457793805;23.025,66;2711784758640;22.308,57;63204614881;21.711,98;457511207151;21.749,28;3870742795727
2013-03-12;22.041,22;2622292551842;22.924,28;1968880170029;23.029,36;2711510910436;22.306,90;63198225206;21.712,84;457536696496;21.756,64;3869877824656
2013-03-13;22.028,12;2621935564397;22.910,37;1968672901314;23.009,85;2702456252614;22.287,95;63237965993;21.696,29;454958540137;21.745,77;3868208502838
2013-03-14;22.008,79;2620206166611;22.893,14;1966918877313;22.994,65;2700517244609;22.270,55;63434663787;21.678,21;454658297075;21.726,82;3867739643536
2013-03-15;22.003,77;2619919050270;22.892,05;1963488405740;22.992,66;2701526091619;22.272,85;63218999457;21.677,70;454171983765;21.719,32;3867038610480
2013-03-16;22.003,77;2619919050270;22.892,05;1963488405740;22.992,66;2701526091619;22.272,85;63218999457;21.677,70;454171983765;21.719,32;3867038610480
2013-03-17;22.003,77;2619919050270;22.892,05;1963488405740;22.992,66;2701526091619;22.272,85;63218999457;21.677,70;454171983765;21.719,32;3867038610480
2013-03-18;21.994,98;2618126710331;22.880,66;1961183089557;22.984,18;2700389918092;22.260,55;63265464838;21.670,12;453939256780;21.721,68;3866782840635
2013-03-19;21.977,18;2616220489874;22.867,64;1958972886856;22.964,78;2697228076936;22.239,43;63193390466;21.651,73;453366041051;21.704,07;3863294530492
2013-03-20;21.976,53;2615564643633;22.869,62;1958192368063;22.965,94;2697318192127;22.243,14;63176602036;21.655,47;453458265507;21.700,28;3861440579513
2013-03-21;22.004,67;2617996256890;22.899,01;1960374451415;22.997,57;2700022872865;22.264,15;63115018153;21.679,93;454093171987;21.727,60;3866988525729
2013-03-22;21.992,17;2615721049800;22.885,64;1958577555412;22.982,25;2699544810007;22.255,22;63106860120;21.676,75;454023859379;21.719,91;3863743820586
2013-03-23;21.992,17;2615721049800;22.885,64;1958577555412;22.982,25;2699544810007;22.255,22;63106860120;21.676,75;454023859379;21.719,91;3863743820586
2013-03-24;21.992,17;2615721049800;22.885,64;1958577555412;22.982,25;2699544810007;22.255,22;63106860120;21.676,75;454023859379;21.719,91;3863743820586
2013-03-25;22.000,54;2617607185631;22.893,15;1960339730326;22.992,57;2699940683582;22.260,72;63053364909;21.681,75;454285750532;21.724,85;3866010094699
2013-03-26;21.987,93;2616248982826;22.875,88;1958303888738;22.978,48;2699243437555;22.249,08;63135115845;21.668,74;454104750330;21.706,28;3862666663520
2013-03-27;22.010,72;2620485750521;22.900,98;1960331803906;23.005,81;2702732742577;22.273,01;63239028473;21.688,42;454766410155;21.730,71;3867722315801
2013-03-28;22.019,57;2643594962621;22.918,47;1971535771732;23.013,56;2725635073992;22.273,52;63342214545;21.691,77;458510799596;21.735,83;3903902032711
2013-03-29;22.019,57;2643594962621;22.918,47;1971535771732;23.013,56;2725635073992;22.273,52;63342214545;21.691,77;458510799596;21.735,83;3903902032711
2013-03-30;22.019,57;2643594962621;22.918,47;1971535771732;23.013,56;2725635073992;22.273,52;63342214545;21.691,77;458510799596;21.735,83;3903902032711
2013-03-31;22.019,57;2643594962621;22.918,47;1971535771732;23.013,56;2725635073992;22.273,52;63342214545;21.691,77;458510799596;21.735,83;3903902032711
2013-04-01;22.018,55;2641853476833;22.919,18;1971029832797;23.013,23;2726176805067;22.279,30;63871720546;21.700,18;457439419801;21.739,06;3899718867303
2013-04-02;22.005,24;2639798682240;22.909,78;1970335412911;22.999,99;2724475882703;22.269,13;64395174552;21.690,65;457466647294;21.722,10;3894134058303
2013-04-03;22.015,41;2640293171374;22.923,79;1971190989236;23.012,73;2726034182560;22.275,30;64443626272;21.697,12;457320740495;21.730,68;3894253460822
2013-04-04;21.977,84;2634075938732;22.881,78;1966624595718;22.973,69;2719917134025;22.237,82;64323713019;21.665,27;456678906380;21.695,27;3887142899197
2013-04-05;21.972,97;2632062781454;22.880,13;1965106508119;22.969,38;2718950007764;22.224,90;64295025313;21.656,24;456562821436;21.702,69;3888886661543
2013-04-06;21.972,97;2632062781454;22.880,13;1965106508119;22.969,38;2718950007764;22.224,90;64295025313;21.656,24;456562821436;21.702,69;3888886661543
2013-04-07;21.972,97;2632062781454;22.880,13;1965106508119;22.969,38;2718950007764;22.224,90;64295025313;21.656,24;456562821436;21.702,69;3888886661543
2013-04-08;21.946,29;2628942513909;22.858,60;1963374826487;22.941,92;2714217102309;22.185,93;64178828273;21.622,89;455749084844;21.683,55;3883818037865
2013-04-09;21.962,84;2630585951342;22.882,69;1965334058345;22.965,19;2715324730744;22.201,30;64256010305;21.644,65;455965010373;21.705,98;3887472966217
2013-04-10;21.990,88;2635279411146;22.916,60;1968399677931;23.006,73;2719451789905;22.238,09;64465221841;21.674,35;456629408635;21.739,57;3893503065289
2013-04-11;22.051,48;2642027568044;22.982,25;1973193128909;23.082,52;2725580642594;22.298,04;64751830155;21.735,03;458028817022;21.803,65;3904355372351
2013-04-12;22.071,33;2637752739151;23.004,09;1978316073719;23.107,99;2723036289811;22.317,40;64883062278;21.755,10;456437576219;21.825,85;3896426399597
2013-04-13;22.071,33;2637752739151;23.004,09;1978316073719;23.107,99;2723036289811;22.317,40;64883062278;21.755,10;456437576219;21.825,85;3896426399597
2013-04-14;22.071,33;2637752739151;23.004,09;1978316073719;23.107,99;2723036289811;22.317,40;64883062278;21.755,10;456437576219;21.825,85;3896426399597
2013-04-15;22.118,47;2645178879115;23.051,04;1984165142408;23.157,06;2730651405123;22.347,29;65138767163;21.792,92;457695556390;21.867,31;3905056518290
2013-04-16;22.088,41;2641285443032;23.012,29;1979489802056;23.116,26;2727615885767;22.307,01;65267286667;21.758,67;456360748085;21.822,44;3894478273995
2013-04-17;22.098,86;2642381427071;23.035,88;1981709798271;23.136,87;2730158145686;22.326,89;64527205638;21.773,97;457197076115;21.846,09;3898865053426
2013-04-18;22.089,09;2641199223607;23.014,48;1980280951795;23.116,36;2727040660119;22.299,80;64383730232;21.762,07;456964031983;21.853,32;3899940028330
2013-04-19;22.123,68;2645406154396;23.056,02;1983879185102;23.149,19;2732076725336;22.334,19;64517138196;21.794,07;457780898653;21.879,14;3905663343263
2013-04-20;22.123,68;2645406154396;23.056,02;1983879185102;23.149,19;2732076725336;22.334,19;64517138196;21.794,07;457780898653;21.879,14;3905663343263
2013-04-21;22.123,68;2645406154396;23.056,02;1983879185102;23.149,19;2732076725336;22.334,19;64517138196;21.794,07;457780898653;21.879,14;3905663343263
2013-04-22;22.173,27;2650706188885;23.104,92;1989791510529;23.204,30;2738783696008;22.379,42;64674709880;21.839,62;458603510317;21.940,33;3916408469487
2013-04-23;22.182,19;2652157877413;23.118,14;1991091133262;23.220,08;2740407412017;22.393,74;64859505277;21.853,30;459181744108;21.947,85;3916492301438
2013-04-24;22.180,30;2651087741431;23.131,01;1993468338944;23.218,85;2741242963108;22.398,47;64890676557;21.854,78;459132734829;21.948,40;3915669022441
